dpkts,label,dbytes,spkts,state
-1904.258170693738,1,-1681504.5738411867,-2736.3333727653426,INT
-520.318290307208,0,-2039141.8470860773,-873.9116803363364,1
-513.8145596417179,1,-1503045.6672968157,890.0272790790475,INT
-2419.253168101157,0,1525971.8147347511,1630.0734850227514,1
-468.28921632768964,1,-353144.80634349387,2785.3288912691023,3
-1352.3042576540254,1,-464986.45242573,2585.0876194404354,1
2883.426069136902,0,1112882.848875505,-1269.1142206951051,3
-1134.8154963688216,1,-1953505.1088782542,1584.0986488930096,INT
-705.2354610574762,0,-451096.97903249046,911.6084381421147,3
-764.2466639567244,1,2957376.6061687116,391.58277481952064,INT
-503.24611562596607,0,-1271462.9714234562,-656.1295469287406,3
-203.1342217072003,1,2323798.31934074,-1770.1708839310904,1
386.3672941909078,1,-2450831.054819533,-3113.6830327295775,FIN
2327.635223284046,0,-358528.7791105096,-1225.6659986596237,3
-1353.1911482939815,0,1097026.0674396066,1545.3948279619924,1
-1145.400231868694,0,208182.49756022292,-1621.4896757361396,3
2967.4253426461664,0,-1251603.7432926937,-971.8921034937322,3
1035.1011084232866,0,-1992919.5666741368,2482.278054901195,3
792.9173977463464,1,-325100.7646445966,929.9259124327409,FIN
-231.8934686631441,1,-1541450.0828272365,609.068293276884,INT
1994.8881497013306,0,-992714.4758285849,-1120.784000809842,1
-379.0872024928525,1,-508759.60252302163,402.59332061135507,3
-2685.209408589974,1,-3128227.2342656595,2160.502289229381,INT
-1155.7047583819822,1,1583016.3534536343,744.7002583730514,3
878.7221711867614,1,-1529153.5206756028,-2093.850481221944,3
555.8392005408332,0,60142.65698845261,1766.5050151907942,3
-2724.709118334851,1,-315916.3360578866,-1579.0680345437902,FIN
-582.8392407083095,0,-153483.73373771898,-287.5247132265685,3
-1.747226229373956,0,703623.0546230541,-1451.4623900129347,1
-390.4168677440307,0,-1225866.149516789,-2657.6310047401616,2
-3063.5401716286365,0,1902760.301826503,-493.4029013472026,3
783.7848855168255,0,1027634.9637841738,-510.33693965217606,3
308.0359907591326,0,-1829954.7381283483,-3892.312051635899,3
732.2067243578576,0,288240.10802995926,2377.6300963842623,3
684.7772783004821,1,458606.2850850488,-415.89416859541586,3
-2106.032998371495,0,-1278136.7912629,-578.3736666828142,3
-1604.1790070854718,1,-902136.1439781715,261.89531371383936,FIN
1779.5878351903832,1,-1109772.534251705,2128.4346874038347,1
1290.0732399898943,1,20585.84061194051,-1440.5612762554467,3
1355.7766278030053,0,-2479903.0525206514,-234.1327877182756,3
3714.4112889352928,0,2321687.9011888597,808.1563012217553,3
1363.985707352461,1,1095371.790948521,1081.5123908331407,1
-54.71580760242236,0,-2724429.021720244,4727.400162334102,3
-1.1345993516725552,0,-1752643.0715578939,-1516.9913050841922,3
-887.355373138553,1,-710957.6953302593,4654.017015978442,3
591.2038051971126,0,-1631448.0096255378,33.93381997774541,3
-1693.7463784936444,0,-148200.1955114024,-732.7832496152535,3
564.6340245269329,0,386213.7828024668,344.4114077672173,3
-193.2940583082495,0,1192591.4650533982,-93.1947707877501,3
-303.5152260203569,1,902132.2668007449,1853.9760511617383,1
-73.28790666378086,1,-1082566.0023327018,69.22826648318842,3
-292.12527136325997,0,2621727.031929022,-1410.2401437131743,3
-1488.0731074586822,1,1167581.4204326712,-1072.0010744432552,FIN
-459.7214082844734,0,-229867.1915376031,-204.67151277056968,3
-14.22427237765519,0,-1062209.095253828,476.541882221019,1
-293.34678737423786,1,-892104.4182305258,164.21239565740566,INT
-2966.5314912446256,1,1032561.5179079052,-1946.272246410854,FIN
1215.100819583095,1,775295.8295347522,-2727.2740351055895,INT
-1818.2795601166758,1,2411781.4515826586,1128.6579547668287,3
779.0310237357913,0,-2174384.8205083883,-416.7387760369396,1
-1126.3107767113765,1,1226920.9627564184,2315.0523340399463,3
519.2626558096398,0,1422603.4331783978,977.0976795943398,3
-124.47878261796673,1,-1375783.9412686715,-251.51504140371622,INT
-198.18151113695427,1,49030.37225222205,-459.1872145641608,3
1261.2825842401805,1,1230293.2510765477,-2985.6164284165957,1
1473.5879215036277,1,16482.818883035026,-1916.9610328034112,4
2497.9837017604336,0,-3864951.3499254114,-1704.9232920442876,1
864.9625985250717,1,-2346112.146545545,3606.6833702316694,3
-1718.7727797982022,0,759368.7612267423,352.5113071413345,3
-4053.107530367018,1,-682963.8412290668,944.4716333014015,1
-107.24708806094807,1,-247171.5148153611,674.5648816528042,INT
-1568.2314506659434,0,2288632.560912043,1894.5563990635362,3
608.6179467887912,1,2693200.2530151024,810.6615356225899,INT
-1199.0742149625587,1,582646.0764587001,1188.1914559026052,1
-97.81728170455455,0,-5482621.805343925,-1529.5707585240973,3
-406.33562919615855,0,-2469547.9485973376,-2768.9076041201993,3
1508.3848295024454,1,567897.6548003627,-2776.700365625696,4
479.6132282265581,0,2815246.3351703817,-70.05313493581713,3
1354.5627476099626,0,342303.1092554406,-16.588452394266223,3
-1983.0561254734162,1,-684197.4047298825,-445.30518523476456,3
-383.8731872717802,0,-437112.7663236951,41.99750130334829,1
-1227.9659484811234,0,2718086.536506146,2524.033700941527,1
-1477.820870152827,1,175204.6706391103,763.829448943049,FIN
-541.078943709292,1,854659.4857786174,849.6786063984985,3
1544.83243092378,1,1538257.0119555558,-313.86360573976384,INT
311.03587150367554,1,-177849.45041846446,2571.8290314925366,FIN
-1380.2956515379765,1,-1196748.0512094568,141.74906880202084,0
-213.66361647291887,0,2492286.662575448,891.0752973802726,1
1664.1385726025421,0,-1011333.768543307,384.8349499419771,3
945.2635424081608,1,501203.6782169285,-19.18723234083211,3
-1058.2360689375519,1,756930.572251399,-4709.991411902697,3
322.3026994755048,1,-450780.7064568727,2468.779612632194,INT
-1369.2593991531128,0,1526123.8065158513,-1369.856691759076,1
1661.9886571063662,0,-839094.3407385307,-1003.9201499999772,1
1675.5296332559408,1,-3191025.7489955532,832.1760946361811,1
-565.1526258478556,1,106813.90843970279,541.9836639076541,1
356.4663608075358,0,-1739414.0443144199,1752.8225969941398,3
277.4908734471912,1,3387218.2993156766,-646.6626097016925,3
863.6016668612262,1,-14770.944305530962,-1346.2452915962785,0
472.10595869249516,1,1690821.1024623264,-3219.9121149489806,INT
401.12356325201716,0,1504626.2222703192,-105.88141855969575,4
-250.93804009239776,0,659710.3902719426,-896.4201866970258,3
776.9668214083634,0,-1861367.2428842573,-1923.0422572486923,1
2251.423664237126,1,1105934.1143090103,1335.5952472648694,FIN
753.6084716063051,0,-1512195.9785603974,-463.90162560184746,3
996.1305108634537,0,-2571276.2437698846,-1132.9505175404786,3
-344.52004111539975,0,2424297.3581497036,-3925.1099611190725,3
1481.6893530352954,0,-625478.0713123027,4224.479367743262,1
-683.769420890491,0,2157056.4781994475,-0.3403193232695323,3
765.931687652174,0,-1812428.6074061468,4552.454261247165,1
-1815.1021479755884,0,2456269.7096995884,-640.676123208429,3
-469.4861027611615,1,1546320.0468559721,-1164.1658217057145,FIN
196.44832165134025,1,-678059.641951359,937.0612518539833,INT
966.8739316325036,1,1993885.078145449,-1435.727828620523,INT
2085.3229916694145,0,-710598.6596188395,3473.9074904520053,1
1968.6371148291014,0,1223.5917339458922,702.4942388472746,1
-2545.8595079126767,1,-292555.62339038204,-1283.8755025496027,FIN
402.46707861416667,0,-702187.9766601876,2664.4983492971987,1
625.4751777361521,0,-1378113.0438482265,1689.8029768784663,3
-88.22017850935086,1,48351.68638968169,808.1058098941761,1
870.2922483959683,1,10514.878015764602,-131.15640706163083,FIN
941.1714687292365,1,2548375.762340827,490.58067408029626,1
621.0768790946609,1,-4206412.000443543,-659.5257425203486,0
888.1698389621562,0,189192.2018849857,2108.989426624564,3
-627.3150581158643,0,323353.4067499047,-947.760472042633,3
-616.4667618365847,1,-97673.88925033105,-1961.9070676386402,1
62.43021850004758,0,857815.8723803128,-3332.002791664168,1
2772.40713100482,0,102652.09766659733,-767.6892147156036,3
-1372.5279475761554,1,1079141.499105275,-266.4676741552759,3
760.1620301522463,0,-4616503.45659063,-4910.470895552581,3
729.7900610773736,1,-1449537.2028611314,1488.335349275558,FIN
-1547.664951115928,1,2525600.0283109406,901.2855896526298,FIN
-340.0915297648545,0,208224.07148573824,-593.4760660619498,1
-888.8123975362056,0,57729.45762658523,-892.1258893094142,3
933.5973519017604,0,3466273.5355636035,-2288.5962818752487,2
-1535.6133313277421,1,684866.3310407704,-712.0342280631418,3
-1339.564944356871,1,1288729.4197951248,-4864.776989485493,3
1034.1393812252381,1,1420291.1312330598,-207.95305118649432,FIN
1258.0426721691679,1,-1808127.1709214074,-1898.7492448715582,1
-84.94275076057295,1,1123337.3142707977,702.785789184606,INT
-2112.744990014213,1,4655355.934331095,-289.59738822141554,1
331.26684364064516,0,34260.63797817331,1146.8693284750639,1
-2754.627730925905,1,2238893.6790432762,2014.7534702847177,1
-1077.3536507510603,0,2122773.734486547,1628.1849812029423,3
-15.181411420365631,1,-1136817.7524525144,2078.608193717335,1
-1044.1731136134176,0,-2556822.6376886074,1353.2946160405888,3
-406.4777633324686,0,4617735.020868916,-497.610801737763,3
-2466.2362346911323,1,2210842.6114514456,-778.5524849191091,FIN
778.358834200133,0,2224969.5065324903,6540.786853204001,1
